Down,Yards,QB,QB Sacks,QB Years,QB Height,QB Weight,QB Fumbles,QB Rush Att,QB Passer Rating,Receiver ID,Receiver Pos,Receiver Years,Receiver Height,Receiver Weight,Team,Intercepted,Success
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
3,22,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,0
2,10,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,0
3,5,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
1,15,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
3,18,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
1,20,T.Brady,38,16,76,225,6,34,103.8,7,WR,3,75,205,NE,0,1
2,11,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,13,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
3,6,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,7,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
2,8,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,0
3,8,B.Roethlisberger,33,12,77,240,2,15,94.4,31,WR,7,74,210,PIT,0,1
3,3,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,0
1,10,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,10,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
1,9,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,6,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
2,15,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
3,6,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
2,8,B.Roethlisberger,33,12,77,240,2,15,94.4,29,RB,10,69,207,PIT,0,1
3,3,B.Roethlisberger,33,12,77,240,2,15,94.4,32,WR,3,71,189,PIT,0,0
4,3,B.Roethlisberger,33,12,77,240,2,15,94.4,31,WR,7,74,210,PIT,0,1
2,5,B.Roethlisberger,33,12,77,240,2,15,94.4,31,WR,7,74,210,PIT,0,0
3,5,B.Roethlisberger,33,12,77,240,2,15,94.4,31,WR,7,74,210,PIT,0,0
1,10,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
3,5,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,1,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,0
2,1,T.Brady,38,16,76,225,6,34,103.8,6,TE,8,79,260,NE,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,15,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
3,6,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,32,WR,3,71,189,PIT,0,1
2,5,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
2,8,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
3,5,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,0
1,1,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,0
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,0
3,5,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
2,1,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,0
3,1,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
2,3,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,0
3,3,B.Roethlisberger,33,12,77,240,2,15,94.4,32,WR,3,71,189,PIT,0,0
2,12,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,0
3,12,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,0
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,32,WR,3,71,189,PIT,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,31,WR,7,74,210,PIT,1,0
2,6,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
2,9,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
3,4,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,0
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,0
2,10,B.Roethlisberger,33,12,77,240,2,15,94.4,31,WR,7,74,210,PIT,0,1
3,1,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,32,WR,3,71,189,PIT,0,0
2,10,B.Roethlisberger,33,12,77,240,2,15,94.4,31,WR,7,74,210,PIT,0,1
3,8,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
2,27,B.Roethlisberger,33,12,77,240,2,15,94.4,33,TE,11,77,256,PIT,0,1
3,9,B.Roethlisberger,33,12,77,240,2,15,94.4,32,WR,3,71,189,PIT,0,0
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,32,WR,3,71,189,PIT,0,1
1,10,B.Roethlisberger,33,12,77,240,2,15,94.4,34,WR,6,70,181,PIT,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,62,WR,8,70,185,CHI,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,0,1
2,4,J.Cutler,33,10,75,220,8,38,93,930,TE,6,77,240,CHI,0,0
3,4,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,1
2,11,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,1
3,3,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,0
2,9,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,1
2,9,J.Cutler,33,10,75,220,8,38,93,62,WR,8,70,185,CHI,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
2,9,A.Rodgers,47,11,74,225,8,58,93.3,81,RB,3,71,234,GB,0,1
2,6,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,0
2,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
3,3,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
2,2,J.Cutler,33,10,75,220,8,38,93,56,RB,5,66,199,CHI,0,0
3,2,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,0
3,5,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,0
1,4,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,0
2,4,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,1
3,3,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
2,6,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
2,7,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
3,28,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,1
2,5,J.Cutler,33,10,75,220,8,38,93,62,WR,8,70,185,CHI,0,0
1,10,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,0
3,4,J.Cutler,33,10,75,220,8,38,93,61,WR,3,76,199,CHI,0,1
2,10,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
1,6,A.Rodgers,47,11,74,225,8,58,93.3,81,RB,3,71,234,GB,0,1
2,1,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
3,9,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,0,1
3,3,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,0,0
2,18,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,0
3,8,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,0
3,11,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
2,9,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,0
2,4,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
2,7,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,0
3,7,J.Cutler,33,10,75,220,8,38,93,61,WR,3,76,199,CHI,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,1
1,6,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,1
2,2,J.Cutler,33,10,75,220,8,38,93,62,WR,8,70,185,CHI,0,0
3,2,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,0
4,2,J.Cutler,33,10,75,220,8,38,93,62,WR,8,70,185,CHI,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
3,3,A.Rodgers,47,11,74,225,8,58,93.3,81,RB,3,71,234,GB,0,0
3,7,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,1,0
2,9,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
2,9,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,0
1,10,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,1
1,10,J.Cutler,33,10,75,220,8,38,93,60,WR,4,75,216,CHI,0,0
2,10,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,0,0
3,10,J.Cutler,33,10,75,220,8,38,93,58,RB,8,74,218,CHI,0,1
4,8,J.Cutler,33,10,75,220,8,38,93,59,TE,8,78,273,CHI,0,1
2,8,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
2,5,R.Wilson,45,4,71,206,5,103,110.8,134,RB,9,73,215,SEA,0,1
2,10,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
3,3,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
1,10,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
3,15,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
2,10,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,1
2,11,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
2,12,R.Wilson,45,4,71,206,5,103,110.8,132,RB,9,71,215,SEA,0,1
3,12,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
3,4,R.Wilson,45,4,71,206,5,103,110.8,132,RB,9,71,215,SEA,1,0
2,8,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,1
2,18,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,0
1,10,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
2,3,R.Wilson,45,4,71,206,5,103,110.8,132,RB,9,71,215,SEA,0,1
2,6,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,0
2,10,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
3,5,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,0
1,10,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
2,8,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
2,11,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
3,2,R.Wilson,45,4,71,206,5,103,110.8,132,RB,9,71,215,SEA,0,0
1,10,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
3,2,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
1,10,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,0
2,8,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
3,4,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,0
3,4,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,0
1,10,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
2,20,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
2,5,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,132,RB,9,71,215,SEA,0,1
2,7,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,0
1,7,R.Wilson,45,4,71,206,5,103,110.8,1003,TE,3,77,252,SEA,0,0
2,7,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,0
3,7,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
1,10,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,1
3,6,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,140,TE,6,79,265,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
3,4,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,0
1,10,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
3,3,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,0
2,15,N.Foles,18,4,78,243,4,17,70,106,RB,3,70,217,STL,0,0
3,15,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,110,TE,5,75,250,STL,0,1
2,5,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
3,5,N.Foles,18,4,78,243,4,17,70,110,TE,5,75,250,STL,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
2,2,R.Wilson,45,4,71,206,5,103,110.8,137,WR,4,73,209,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,132,RB,9,71,215,SEA,0,1
3,4,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
1,10,R.Wilson,45,4,71,206,5,103,110.8,132,RB,9,71,215,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,139,WR,0,70,182,SEA,0,1
1,10,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
2,5,R.Wilson,45,4,71,206,5,103,110.8,136,WR,5,70,189,SEA,0,1
3,6,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,0
1,10,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
3,5,C.Newton,33,5,77,245,5,132,105.9,189,TE,6,76,255,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,187,WR,2,71,185,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,0
2,10,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
3,10,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,1
2,4,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,1
3,25,C.Newton,33,5,77,245,5,132,105.9,189,TE,6,76,255,CAR,0,0
1,10,B.Bortles,51,2,77,245,14,52,89.3,160,WR,2,75,215,JAC,0,0
2,9,C.Newton,33,5,77,245,5,132,105.9,190,WR,0,76,225,CAR,0,0
3,9,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
1,10,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,0
1,10,B.Bortles,51,2,77,245,14,52,89.3,162,RB,4,72,222,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,1
2,5,B.Bortles,51,2,77,245,14,52,89.3,158,RB,0,73,225,JAC,0,1
1,6,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,0
3,3,B.Bortles,51,2,77,245,14,52,89.3,160,WR,2,75,215,JAC,0,0
2,4,B.Bortles,51,2,77,245,14,52,89.3,160,WR,2,75,215,JAC,0,0
3,4,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,160,WR,2,75,215,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,163,RB,0,70,205,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,1
2,15,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,184,RB,8,70,235,CAR,0,1
2,4,C.Newton,33,5,77,245,5,132,105.9,190,WR,0,76,225,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,1,0
2,12,B.Bortles,51,2,77,245,14,52,89.3,1359,TE,2,77,295,JAC,0,0
3,12,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,0
2,6,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
1,10,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,0
3,3,C.Newton,33,5,77,245,5,132,105.9,184,RB,8,70,235,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,186,RB,3,70,205,CAR,0,1
2,5,C.Newton,33,5,77,245,5,132,105.9,187,WR,2,71,185,CAR,0,1
1,7,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,1
2,4,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,158,RB,0,73,225,JAC,0,1
2,3,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,158,RB,0,73,225,JAC,0,1
2,7,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,0
1,1,B.Bortles,51,2,77,245,14,52,89.3,160,WR,2,75,215,JAC,0,0
2,1,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,1
2,8,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
3,8,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,1
3,5,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,1
1,20,B.Bortles,51,2,77,245,14,52,89.3,158,RB,0,73,225,JAC,1,0
2,5,B.Bortles,51,2,77,245,14,52,89.3,157,RB,3,72,215,JAC,0,1
3,6,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,0
2,8,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
3,8,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,1
2,8,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,1
3,11,C.Newton,33,5,77,245,5,132,105.9,186,RB,3,70,205,CAR,0,1
2,8,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,1
2,10,B.Bortles,51,2,77,245,14,52,89.3,157,RB,3,72,215,JAC,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,160,WR,2,75,215,JAC,0,0
1,10,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,187,WR,2,71,185,CAR,0,0
3,10,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,1
2,8,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,0
2,8,C.Newton,33,5,77,245,5,132,105.9,184,RB,8,70,235,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,184,RB,8,70,235,CAR,0,1
1,10,B.Bortles,51,2,77,245,14,52,89.3,1059,TE,6,75,250,JAC,1,0
1,10,B.Bortles,51,2,77,245,14,52,89.3,159,WR,2,75,205,JAC,0,0
2,10,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,0
3,10,B.Bortles,51,2,77,245,14,52,89.3,161,WR,0,71,185,JAC,0,0
2,10,B.Bortles,51,2,77,245,14,52,89.3,162,RB,4,72,222,JAC,0,0
4,15,B.Bortles,51,2,77,245,14,52,89.3,164,WR,2,72,195,JAC,0,1
2,5,K.Cousins,27,4,75,202,8,26,104.6,217,WR,6,71,187,WAS,0,1
3,1,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,0
2,4,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,1
3,6,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,243,WR,10,72,198,MIA,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,0
3,4,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
2,5,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,0
3,5,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,0
2,10,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
3,2,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,0
3,9,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,0
3,8,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
3,18,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,1,0
1,10,R.Tannehill,45,4,76,220,10,32,89.3,1267,TE,3,76,268,MIA,0,0
2,10,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,1
3,4,R.Tannehill,45,4,76,220,10,32,89.3,239,RB,2,71,225,MIA,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
3,4,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,218,TE,3,76,241,WAS,0,1
2,4,K.Cousins,27,4,75,202,8,26,104.6,215,WR,2,72,193,WAS,0,0
3,4,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,243,WR,10,72,198,MIA,0,1
2,11,R.Tannehill,45,4,76,220,10,32,89.3,242,WR,3,72,198,MIA,0,0
3,11,R.Tannehill,45,4,76,220,10,32,89.3,242,WR,3,72,198,MIA,0,1
1,10,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,0
2,10,R.Tannehill,45,4,76,220,10,32,89.3,240,TE,5,77,260,MIA,0,1
1,3,R.Tannehill,45,4,76,220,10,32,89.3,238,WR,2,71,202,MIA,0,0
2,3,R.Tannehill,45,4,76,220,10,32,89.3,241,WR,4,72,217,MIA,0,1
